sample_index,t_s,recv_latency_ms,sequence_number,sample_counter,status,fx_n,fy_n,fz_n,tx_nm,ty_nm,tz_nm,fx_raw,fy_raw,fz_raw,tx_raw,ty_raw,tz_raw
171,0.687715803,0.000000,172,7430,0,0.22000000,3.06000000,-25.32000000,0.01799000,-0.08400000,0.07300000,2200,30600,-253200,1799,-8400,7300
172,0.691713170,0.000000,173,7434,0,0.22000000,3.04000000,-25.29000000,0.01899000,-0.08500000,0.07300000,2200,30400,-252900,1899,-8500,7300
173,0.695720636,0.000000,174,7438,0,0.20000000,3.00000000,-25.33000000,0.02400000,-0.08200000,0.07199000,2000,30000,-253300,2400,-8200,7199
174,0.699725848,0.000000,175,7442,0,0.13000000,3.03000000,-25.22000000,0.02500000,-0.07900000,0.07000000,1300,30300,-252200,2500,-7900,7000
175,0.703725770,0.000000,176,7446,0,0.22000000,3.04000000,-25.37000000,0.02100000,-0.08300000,0.07300000,2200,30400,-253700,2100,-8300,7300
176,0.707729649,0.000000,177,7450,0,0.20000000,3.00000000,-25.24000000,0.02100000,-0.08600000,0.07400000,2000,30000,-252400,2100,-8600,7400
177,0.711760559,0.000000,178,7454,0,0.19000000,3.00000000,-25.35000000,0.02200000,-0.08100000,0.07100000,1900,30000,-253500,2200,-8100,7100
178,0.715770159,0.000000,179,7458,0,0.22000000,3.03000000,-25.45000000,0.02400000,-0.08000000,0.07199000,2200,30300,-254500,2400,-8000,7199
179,0.719763579,0.000000,180,7462,0,0.19000000,3.01000000,-25.12000000,0.02300000,-0.08200000,0.07199000,1900,30100,-251200,2300,-8200,7199
180,0.723755937,0.000000,181,7466,0,0.21000000,3.05000000,-25.15000000,0.01899000,-0.08500000,0.07400000,2100,30500,-251500,1899,-8500,7400
181,0.727751921,0.000000,182,7470,0,0.21000000,3.04000000,-25.12990000,0.01799000,-0.08500000,0.07300000,2100,30400,-251299,1799,-8500,7300
182,0.731756652,0.000000,183,7474,0,0.18000000,3.04000000,-25.23000000,0.02100000,-0.08100000,0.07100000,1800,30400,-252300,2100,-8100,7100
183,0.735760452,0.000000,184,7478,0,0.15000000,3.01000000,-25.25000000,0.02400000,-0.08000000,0.07100000,1500,30100,-252500,2400,-8000,7100
184,0.739757899,0.000000,185,7482,0,0.14000000,3.02000000,-25.19000000,0.02100000,-0.08200000,0.07199000,1400,30200,-251900,2100,-8200,7199
185,0.743766397,0.000000,186,7486,0,0.17000000,3.04000000,-25.25000000,0.02000000,-0.08200000,0.07199000,1700,30400,-252500,2000,-8200,7199
186,0.747775777,0.000000,187,7490,0,0.15000000,3.05000000,-25.18000000,0.02100000,-0.08200000,0.07199000,1500,30500,-251800,2100,-8200,7199
187,0.751780307,0.000000,188,7494,0,0.16000000,3.03000000,-25.08000000,0.02100000,-0.08100000,0.07199000,1600,30300,-250800,2100,-8100,7199
188,0.755781291,0.000000,189,7498,0,0.16000000,3.02000000,-25.12990000,0.02200000,-0.08300000,0.07199000,1600,30200,-251299,2200,-8300,7199
189,0.759789208,0.000000,190,7502,0,0.16000000,3.01000000,-25.05000000,0.02100000,-0.08500000,0.07300000,1600,30100,-250500,2100,-8500,7300
190,0.763785854,0.000000,191,7506,0,0.23000000,3.05000000,-25.17000000,0.01600000,-0.08900000,0.07500000,2300,30500,-251700,1600,-8900,7500
191,0.767789103,0.000000,192,7510,0,0.19000000,3.03000000,-25.27000000,0.02100000,-0.08300000,0.07300000,1900,30300,-252700,2100,-8300,7300
192,0.771792631,0.000000,193,7514,0,0.15000000,2.98000000,-25.06000000,0.02200000,-0.08400000,0.07300000,1500,29800,-250600,2200,-8400,7300
193,0.775791080,0.000000,194,7518,0,0.14000000,3.01000000,-25.12000000,0.02400000,-0.08100000,0.07100000,1400,30100,-251200,2400,-8100,7100
194,0.779794649,0.000000,195,7522,0,0.19000000,3.01000000,-25.26000000,0.02300000,-0.08300000,0.07100000,1900,30100,-252600,2300,-8300,7100
195,0.783795523,0.000000,196,7526,0,0.21000000,3.05000000,-25.20990000,0.01799000,-0.08600000,0.07400000,2100,30500,-252099,1799,-8600,7400
196,0.787795876,0.000000,197,7530,0,0.23000000,3.07000000,-25.42000000,0.02000000,-0.08500000,0.07300000,2300,30700,-254200,2000,-8500,7300
197,0.791792301,0.000000,198,7534,0,0.24000000,3.04000000,-25.48000000,0.02100000,-0.08300000,0.07199000,2400,30400,-254800,2100,-8300,7199
198,0.795805418,0.000000,199,7538,0,0.18000000,3.01000000,-25.37000000,0.02500000,-0.07800000,0.07000000,1800,30100,-253700,2500,-7800,7000
199,0.799810800,0.000000,200,7542,0,0.18000000,3.03000000,-25.19000000,0.02200000,-0.08100000,0.07100000,1800,30300,-251900,2200,-8100,7100
200,0.803812976,0.000000,201,7546,0,0.19000000,3.04000000,-25.15000000,0.02100000,-0.08400000,0.07199000,1900,30400,-251500,2100,-8400,7199
201,0.807819500,0.000000,202,7550,0,0.19000000,3.02000000,-25.22000000,0.02300000,-0.08200000,0.07100000,1900,30200,-252200,2300,-8200,7100
202,0.811815475,0.000000,203,7554,0,0.20000000,3.05000000,-25.25000000,0.02200000,-0.08300000,0.07100000,2000,30500,-252500,2200,-8300,7100
203,0.815824634,0.000000,204,7558,0,0.22000000,3.06000000,-25.26000000,0.01899000,-0.08400000,0.07199000,2200,30600,-252600,1899,-8400,7199
204,0.819837891,0.000000,205,7562,0,0.25000000,3.07000000,-25.16000000,0.01400000,-0.08900000,0.07599000,2500,30700,-251600,1400,-8900,7599
205,0.823826622,0.000000,206,7566,0,0.26000000,3.10000000,-25.32000000,0.01400000,-0.08800000,0.07500000,2600,31000,-253200,1400,-8800,7500
206,0.827828568,0.000000,207,7570,0,0.29000000,3.09000000,-25.25000000,0.01100000,-0.09100000,0.07500000,2900,30900,-252500,1100,-9100,7500
207,0.831838398,0.000000,208,7574,0,0.30000000,3.09000000,-25.29000000,0.01200000,-0.09000000,0.07599000,3000,30900,-252900,1200,-9000,7599
208,0.835837058,0.000000,209,7578,0,0.28000000,3.05000000,-25.22000000,0.01300000,-0.09200000,0.07700000,2800,30500,-252200,1300,-9200,7700
209,0.839837401,0.000000,210,7582,0,0.28000000,3.05000000,-25.26000000,0.01400000,-0.09100000,0.07700000,2800,30500,-252600,1400,-9100,7700
210,0.843854705,0.000000,211,7586,0,0.25000000,3.04000000,-25.20990000,0.01600000,-0.08800000,0.07500000,2500,30400,-252099,1600,-8800,7500
211,0.847860207,0.000000,212,7590,0,0.28000000,3.03000000,-25.27000000,0.01600000,-0.08900000,0.07599000,2800,30300,-252700,1600,-8900,7599
212,0.851873224,0.000000,213,7594,0,0.26000000,3.04000000,-25.24000000,0.01799000,-0.08700000,0.07599000,2600,30400,-252400,1799,-8700,7599
213,0.855870181,0.000000,214,7598,0,0.31000000,3.06000000,-25.32000000,0.01600000,-0.08900000,0.07500000,3100,30600,-253200,1600,-8900,7500
214,0.859876444,0.000000,215,7602,0,0.27000000,3.04000000,-25.19000000,0.01799000,-0.08700000,0.07500000,2700,30400,-251900,1799,-8700,7500
215,0.863885033,0.000000,216,7606,0,0.28000000,3.05000000,-25.28000000,0.01799000,-0.08700000,0.07400000,2800,30500,-252800,1799,-8700,7400
216,0.867882560,0.000000,217,7610,0,0.31000000,3.08000000,-25.27000000,0.01400000,-0.09000000,0.07599000,3100,30800,-252700,1400,-9000,7599
217,0.871889125,0.000000,218,7614,0,0.32000000,3.07000000,-25.30000000,0.01300000,-0.09200000,0.07599000,3200,30700,-253000,1300,-9200,7599
218,0.875884408,0.000000,219,7618,0,0.27000000,3.04000000,-25.33000000,0.01700000,-0.08800000,0.07400000,2700,30400,-253300,1700,-8800,7400
219,0.879880132,0.000000,220,7622,0,0.27000000,3.05000000,-25.43000000,0.01799000,-0.08700000,0.07300000,2700,30500,-254300,1799,-8700,7300
220,0.883875836,0.000000,221,7626,0,0.26000000,3.04000000,-25.37990000,0.01899000,-0.08600000,0.07300000,2600,30400,-253799,1899,-8600,7300
221,0.887895515,0.000000,222,7630,0,0.25000000,3.07000000,-25.35000000,0.01700000,-0.08700000,0.07300000,2500,30700,-253500,1700,-8700,7300
222,0.891900226,0.000000,223,7634,0,0.24000000,3.07000000,-25.28000000,0.01500000,-0.08700000,0.07300000,2400,30700,-252800,1500,-8700,7300
223,0.895901020,0.000000,224,7638,0,0.31000000,3.10000000,-25.34000000,0.01400000,-0.09100000,0.07500000,3100,31000,-253400,1400,-9100,7500
224,0.899897164,0.000000,225,7642,0,0.25000000,3.05000000,-25.30000000,0.02100000,-0.08600000,0.07199000,2500,30500,-253000,2100,-8600,7199
225,0.903899250,0.000000,226,7646,0,0.25000000,3.05000000,-25.39000000,0.02100000,-0.08500000,0.07199000,2500,30500,-253900,2100,-8500,7199
226,0.907900264,0.000000,227,7650,0,0.15000000,3.03000000,-25.40000000,0.02800000,-0.07700000,0.06800000,1500,30300,-254000,2800,-7700,6800
227,0.911912870,0.000000,228,7654,0,0.15000000,3.00000000,-25.34000000,0.02700000,-0.07800000,0.06900000,1500,30000,-253400,2700,-7800,6900
228,0.915904827,0.000000,229,7658,0,0.19000000,3.01000000,-25.35000000,0.02300000,-0.08200000,0.07100000,1900,30100,-253500,2300,-8200,7100
229,0.919908035,0.000000,230,7662,0,0.23000000,3.02000000,-25.48000000,0.02300000,-0.08200000,0.07100000,2300,30200,-254800,2300,-8200,7100
230,0.923926993,0.000000,231,7666,0,0.20000000,2.99000000,-25.31000000,0.02300000,-0.08300000,0.07100000,2000,29900,-253100,2300,-8300,7100
231,0.927912317,0.000000,232,7670,0,0.22000000,3.00000000,-25.29000000,0.02100000,-0.08500000,0.07199000,2200,30000,-252900,2100,-8500,7199
232,0.931914544,0.000000,233,7674,0,0.22000000,3.00000000,-25.25000000,0.02100000,-0.08300000,0.07199000,2200,30000,-252500,2100,-8300,7199
233,0.935910789,0.000000,234,7678,0,0.23000000,3.04000000,-25.23000000,0.01899000,-0.08500000,0.07199000,2300,30400,-252300,1899,-8500,7199
234,0.939925349,0.000000,235,7682,0,0.19000000,3.03000000,-25.18000000,0.02000000,-0.08300000,0.07199000,1900,30300,-251800,2000,-8300,7199
235,0.943927054,0.000000,236,7686,0,0.19000000,3.03000000,-25.08000000,0.01799000,-0.08600000,0.07400000,1900,30300,-250800,1799,-8600,7400
236,0.947921786,0.000000,237,7690,0,0.19000000,3.01000000,-25.12000000,0.01799000,-0.08600000,0.07400000,1900,30100,-251200,1799,-8600,7400
237,0.951926306,0.000000,238,7694,0,0.21000000,3.02000000,-25.24000000,0.02000000,-0.08400000,0.07300000,2100,30200,-252400,2000,-8400,7300
238,0.955930296,0.000000,239,7698,0,0.19000000,3.00000000,-25.14000000,0.02300000,-0.08300000,0.07199000,1900,30000,-251400,2300,-8300,7199
239,0.959937241,0.000000,240,7702,0,0.21000000,3.02000000,-25.16000000,0.02100000,-0.08500000,0.07300000,2100,30200,-251600,2100,-8500,7300
240,0.963938325,0.000000,241,7706,0,0.23000000,3.04000000,-25.11000000,0.02000000,-0.08600000,0.07300000,2300,30400,-251100,2000,-8600,7300
241,0.967943377,0.000000,242,7710,0,0.23000000,3.00000000,-25.12000000,0.02100000,-0.08600000,0.07199000,2300,30000,-251200,2100,-8600,7199
242,0.971940664,0.000000,243,7714,0,0.26000000,3.04000000,-25.16000000,0.01600000,-0.08800000,0.07400000,2600,30400,-251600,1600,-8800,7400
243,0.975949112,0.000000,244,7718,0,0.27000000,3.07000000,-25.11000000,0.01500000,-0.09000000,0.07500000,2700,30700,-251100,1500,-9000,7500
244,0.979955035,0.000000,245,7722,0,0.25000000,3.07000000,-25.33000000,0.01899000,-0.08500000,0.07300000,2500,30700,-253300,1899,-8500,7300
245,0.983966058,0.000000,246,7726,0,0.21000000,3.04000000,-25.32000000,0.02400000,-0.08000000,0.07000000,2100,30400,-253200,2400,-8000,7000
246,0.987960520,0.000000,247,7730,0,0.17000000,3.01000000,-25.23000000,0.02500000,-0.08100000,0.07000000,1700,30100,-252300,2500,-8100,7000
247,0.991962756,0.000000,248,7734,0,0.22000000,3.04000000,-25.31000000,0.02200000,-0.08400000,0.07199000,2200,30400,-253100,2200,-8400,7199
248,0.995966745,0.000000,249,7738,0,0.24000000,3.05000000,-25.45000000,0.02400000,-0.08200000,0.07000000,2400,30500,-254500,2400,-8200,7000
249,0.999964082,0.000000,250,7742,0,0.25000000,3.04000000,-25.32000000,0.02100000,-0.08500000,0.07199000,2500,30400,-253200,2100,-8500,7199
250,1.003973502,0.000000,251,7746,0,0.21000000,3.04000000,-25.20000000,0.02400000,-0.08100000,0.07000000,2100,30400,-252000,2400,-8100,7000
251,1.007977261,0.000000,252,7750,0,0.20000000,3.02000000,-25.22000000,0.02400000,-0.08100000,0.07000000,2000,30200,-252200,2400,-8100,7000
252,1.011981021,0.000000,253,7754,0,0.19000000,3.00000000,-25.22000000,0.02500000,-0.08100000,0.07000000,1900,30000,-252200,2500,-8100,7000
253,1.015979190,0.000000,254,7758,0,0.18000000,3.01000000,-25.31000000,0.02400000,-0.07900000,0.06900000,1800,30100,-253100,2400,-7900,6900
254,1.019981155,0.000000,255,7762,0,0.17000000,3.02000000,-25.30000000,0.02300000,-0.08100000,0.07000000,1700,30200,-253000,2300,-8100,7000
255,1.023995103,0.000000,256,7766,0,0.18000000,3.03000000,-25.27000000,0.02300000,-0.08000000,0.07000000,1800,30300,-252700,2300,-8000,7000
256,1.028010204,0.000000,257,7770,0,0.19000000,3.01000000,-25.07000000,0.02100000,-0.08400000,0.07199000,1900,30100,-250700,2100,-8400,7199
257,1.032002932,0.000000,258,7774,0,0.22000000,3.02000000,-25.12000000,0.01799000,-0.08700000,0.07400000,2200,30200,-251200,1799,-8700,7400
258,1.035994148,0.000000,259,7778,0,0.24000000,3.04000000,-25.06000000,0.01500000,-0.08900000,0.07599000,2400,30400,-250600,1500,-8900,7599
259,1.040003708,0.000000,260,7782,0,0.26000000,3.06000000,-25.14000000,0.01300000,-0.09000000,0.07500000,2600,30600,-251400,1300,-9000,7500
260,1.043997679,0.000000,261,7786,0,0.32000000,3.09000000,-25.18000000,0.00700000,-0.09600000,0.07900000,3200,30900,-251800,700,-9600,7900
261,1.048004874,0.000000,262,7790,0,0.29000000,3.09000000,-25.22000000,0.01000000,-0.09300000,0.07800000,2900,30900,-252200,1000,-9300,7800
262,1.052006099,0.000000,263,7794,0,0.25000000,3.07000000,-25.14000000,0.01200000,-0.09000000,0.07700000,2500,30700,-251400,1200,-9000,7700
263,1.056014386,0.000000,264,7798,0,0.21000000,3.02000000,-24.97000000,0.01500000,-0.08900000,0.07700000,2100,30200,-249700,1500,-8900,7700
264,1.060010692,0.000000,265,7802,0,0.21000000,3.04000000,-24.99000000,0.01500000,-0.08800000,0.07599000,2100,30400,-249900,1500,-8800,7599
265,1.064043565,0.000000,266,7806,0,0.24000000,3.05000000,-25.12000000,0.01400000,-0.09000000,0.07599000,2400,30500,-251200,1400,-9000,7599
266,1.068024933,0.000000,267,7810,0,0.22000000,3.04000000,-24.98000000,0.01400000,-0.09200000,0.07599000,2200,30400,-249800,1400,-9200,7599
267,1.072021699,0.000000,268,7814,0,0.17000000,3.04000000,-24.89000000,0.01500000,-0.09100000,0.07700000,1700,30400,-248900,1500,-9100,7700
268,1.076036699,0.000000,269,7818,0,0.18000000,3.01000000,-25.00000000,0.01799000,-0.08900000,0.07599000,1800,30100,-250000,1799,-8900,7599
269,1.080058952,0.000000,270,7822,0,0.17000000,2.98000000,-25.11000000,0.02100000,-0.08600000,0.07400000,1700,29800,-251100,2100,-8600,7400
270,1.084046331,0.000000,271,7826,0,0.18000000,3.00000000,-25.07000000,0.01799000,-0.08800000,0.07400000,1800,30000,-250700,1799,-8800,7400
271,1.088044410,0.000000,272,7830,0,0.21000000,3.02000000,-25.22000000,0.01799000,-0.08700000,0.07400000,2100,30200,-252200,1799,-8700,7400
272,1.092061494,0.000000,273,7834,0,0.17000000,3.02000000,-25.25000000,0.02300000,-0.08100000,0.07100000,1700,30200,-252500,2300,-8100,7100
273,1.096056196,0.000000,274,7838,0,0.19000000,3.04000000,-25.12990000,0.02000000,-0.08600000,0.07300000,1900,30400,-251299,2000,-8600,7300
274,1.100056559,0.000000,275,7842,0,0.16000000,2.99000000,-25.05000000,0.02300000,-0.08300000,0.07100000,1600,29900,-250500,2300,-8300,7100
275,1.104054387,0.000000,276,7846,0,0.20000000,3.02000000,-25.18000000,0.02100000,-0.08400000,0.07100000,2000,30200,-251800,2100,-8400,7100
276,1.108054459,0.000000,277,7850,0,0.19000000,3.01000000,-25.12990000,0.02200000,-0.08400000,0.07100000,1900,30100,-251299,2200,-8400,7100
277,1.112060442,0.000000,278,7854,0,0.17000000,2.99000000,-25.15000000,0.02300000,-0.08300000,0.07100000,1700,29900,-251500,2300,-8300,7100
278,1.116063971,0.000000,279,7858,0,0.14000000,2.97000000,-25.23000000,0.02800000,-0.07800000,0.06900000,1400,29700,-252300,2800,-7800,6900
279,1.120068772,0.000000,280,7862,0,0.11000000,2.99000000,-25.18000000,0.03000000,-0.07500000,0.06700000,1100,29900,-251800,3000,-7500,6700
280,1.124081137,0.000000,281,7866,0,0.16000000,3.00000000,-25.12990000,0.02600000,-0.08000000,0.06900000,1600,30000,-251299,2600,-8000,6900
281,1.128073064,0.000000,282,7870,0,0.17000000,3.01000000,-25.28000000,0.02700000,-0.07800000,0.06800000,1700,30100,-252800,2700,-7800,6800
282,1.132097462,0.000000,283,7874,0,0.19000000,3.03000000,-25.25000000,0.02400000,-0.08100000,0.07000000,1900,30300,-252500,2400,-8100,7000
283,1.136085492,0.000000,284,7878,0,0.18000000,3.02000000,-25.23000000,0.02500000,-0.08100000,0.07000000,1800,30200,-252300,2500,-8100,7000
284,1.140085053,0.000000,285,7882,0,0.23000000,3.03000000,-25.30000000,0.01899000,-0.08500000,0.07300000,2300,30300,-253000,1899,-8500,7300
285,1.144079144,0.000000,286,7886,0,0.19000000,3.02000000,-25.43000000,0.02200000,-0.08000000,0.07100000,1900,30200,-254300,2200,-8000,7100
286,1.148088153,0.000000,287,7890,0,0.19000000,3.01000000,-25.36000000,0.02300000,-0.08000000,0.07100000,1900,30100,-253600,2300,-8000,7100
287,1.152087003,0.000000,288,7894,0,0.18000000,3.00000000,-25.39000000,0.02500000,-0.07800000,0.07000000,1800,30000,-253900,2500,-7800,7000
288,1.156089840,0.000000,289,7898,0,0.23000000,3.03000000,-25.24000000,0.01899000,-0.08400000,0.07300000,2300,30300,-252400,1899,-8400,7300
289,1.160093139,0.000000,290,7902,0,0.24000000,3.02000000,-25.22000000,0.01899000,-0.08400000,0.07300000,2400,30200,-252200,1899,-8400,7300
290,1.164103030,0.000000,291,7906,0,0.27000000,3.04000000,-25.22000000,0.01400000,-0.08800000,0.07599000,2700,30400,-252200,1400,-8800,7599
291,1.168107781,0.000000,292,7910,0,0.26000000,3.05000000,-25.12000000,0.01300000,-0.09000000,0.07599000,2600,30500,-251200,1300,-9000,7599
292,1.172099828,0.000000,293,7914,0,0.24000000,3.05000000,-25.22000000,0.01500000,-0.08800000,0.07500000,2400,30500,-252200,1500,-8800,7500
293,1.176108166,0.000000,294,7918,0,0.20000000,3.03000000,-25.29000000,0.01899000,-0.08400000,0.07400000,2000,30300,-252900,1899,-8400,7400
294,1.180110913,0.000000,295,7922,0,0.18000000,3.03000000,-25.28000000,0.02300000,-0.08100000,0.07199000,1800,30300,-252800,2300,-8100,7199
295,1.184118289,0.000000,296,7926,0,0.23000000,3.02000000,-25.37000000,0.02200000,-0.08300000,0.07199000,2300,30200,-253700,2200,-8300,7199
296,1.188126867,0.000000,297,7930,0,0.25000000,3.05000000,-25.28000000,0.01799000,-0.08700000,0.07400000,2500,30500,-252800,1799,-8700,7400
297,1.192126148,0.000000,298,7934,0,0.25000000,3.05000000,-25.37990000,0.02000000,-0.08600000,0.07300000,2500,30500,-253799,2000,-8600,7300
298,1.196132802,0.000000,299,7938,0,0.29000000,3.05000000,-25.32000000,0.01700000,-0.09200000,0.07500000,2900,30500,-253200,1700,-9200,7500
299,1.200129829,0.000000,300,7942,0,0.30000000,3.05000000,-25.20000000,0.01300000,-0.09500000,0.07700000,3000,30500,-252000,1300,-9500,7700
300,1.204137926,0.000000,301,7946,0,0.23000000,3.02000000,-25.19000000,0.01799000,-0.09000000,0.07500000,2300,30200,-251900,1799,-9000,7500
301,1.208136285,0.000000,302,7950,0,0.23000000,3.02000000,-25.20990000,0.02000000,-0.08700000,0.07300000,2300,30200,-252099,2000,-8700,7300
302,1.212141297,0.000000,303,7954,0,0.25000000,3.06000000,-25.20990000,0.01899000,-0.08700000,0.07300000,2500,30600,-252099,1899,-8700,7300
303,1.216147711,0.000000,304,7958,0,0.21000000,3.02000000,-25.10000000,0.02100000,-0.08600000,0.07300000,2100,30200,-251000,2100,-8600,7300
304,1.220146100,0.000000,305,7962,0,0.24000000,3.04000000,-25.14000000,0.01799000,-0.08800000,0.07400000,2400,30400,-251400,1799,-8800,7400
305,1.224159136,0.000000,306,7966,0,0.23000000,3.05000000,-25.20000000,0.01700000,-0.08900000,0.07500000,2300,30500,-252000,1700,-8900,7500
306,1.228149901,0.000000,307,7970,0,0.21000000,3.06000000,-25.34000000,0.02000000,-0.08400000,0.07300000,2100,30600,-253400,2000,-8400,7300
307,1.232173036,0.000000,308,7974,0,0.20000000,3.01000000,-25.24000000,0.02000000,-0.08500000,0.07199000,2000,30100,-252400,2000,-8500,7199
308,1.236176746,0.000000,309,7978,0,0.16000000,3.00000000,-25.12000000,0.02200000,-0.08300000,0.07199000,1600,30000,-251200,2200,-8300,7199
309,1.240169053,0.000000,310,7982,0,0.15000000,3.00000000,-25.19000000,0.02500000,-0.08000000,0.06900000,1500,30000,-251900,2500,-8000,6900
310,1.244171400,0.000000,311,7986,0,0.19000000,3.00000000,-25.14000000,0.02300000,-0.08300000,0.07100000,1900,30000,-251400,2300,-8300,7100
311,1.248174518,0.000000,312,7990,0,0.17000000,3.01000000,-25.26000000,0.02400000,-0.08000000,0.07000000,1700,30100,-252600,2400,-8000,7000
312,1.252169140,0.000000,313,7994,0,0.20000000,3.05000000,-25.27000000,0.01899000,-0.08500000,0.07300000,2000,30500,-252700,1899,-8500,7300
313,1.256176015,0.000000,314,7998,0,0.19000000,3.07000000,-25.22000000,0.02000000,-0.08500000,0.07300000,1900,30700,-252200,2000,-8500,7300
314,1.260174654,0.000000,315,8002,0,0.20000000,3.07000000,-25.12000000,0.01799000,-0.08800000,0.07400000,2000,30700,-251200,1799,-8800,7400
315,1.264194584,0.000000,316,8006,0,0.24000000,3.07000000,-25.29000000,0.01700000,-0.08800000,0.07300000,2400,30700,-252900,1700,-8800,7300
316,1.268197451,0.000000,317,8010,0,0.25000000,3.07000000,-25.37000000,0.01799000,-0.08600000,0.07300000,2500,30700,-253700,1799,-8600,7300
317,1.272203094,0.000000,318,8014,0,0.25000000,3.07000000,-25.33000000,0.01600000,-0.08700000,0.07300000,2500,30700,-253300,1600,-8700,7300
318,1.276208566,0.000000,319,8018,0,0.22000000,3.04000000,-25.29000000,0.01899000,-0.08500000,0.07199000,2200,30400,-252900,1899,-8500,7199
319,1.280202848,0.000000,320,8022,0,0.22000000,3.07000000,-25.37990000,0.01899000,-0.08400000,0.07300000,2200,30700,-253799,1899,-8400,7300
320,1.284204884,0.000000,321,8026,0,0.18000000,3.00000000,-25.26000000,0.02400000,-0.08300000,0.07100000,1800,30000,-252600,2400,-8300,7100
321,1.288209014,0.000000,322,8030,0,0.19000000,3.01000000,-25.30000000,0.02300000,-0.08300000,0.07100000,1900,30100,-253000,2300,-8300,7100
322,1.292204698,0.000000,323,8034,0,0.19000000,3.01000000,-25.29000000,0.02300000,-0.08100000,0.07100000,1900,30100,-252900,2300,-8100,7100
323,1.296212254,0.000000,324,8038,0,0.22000000,3.03000000,-25.39000000,0.02000000,-0.08400000,0.07199000,2200,30300,-253900,2000,-8400,7199
324,1.300207497,0.000000,325,8042,0,0.23000000,3.07000000,-25.39000000,0.01799000,-0.08400000,0.07300000,2300,30700,-253900,1799,-8400,7300
325,1.304219572,0.000000,326,8046,0,0.21000000,3.07000000,-25.34000000,0.01899000,-0.08300000,0.07300000,2100,30700,-253400,1899,-8300,7300
326,1.308209465,0.000000,327,8050,0,0.19000000,3.06000000,-25.35000000,0.02200000,-0.08200000,0.07199000,1900,30600,-253500,2200,-8200,7199
327,1.312223754,0.000000,328,8054,0,0.16000000,3.03000000,-25.17000000,0.02100000,-0.08400000,0.07300000,1600,30300,-251700,2100,-8400,7300
328,1.316215230,0.000000,329,8058,0,0.16000000,3.04000000,-25.20990000,0.02300000,-0.08100000,0.07100000,1600,30400,-252099,2300,-8100,7100
329,1.320224079,0.000000,330,8062,0,0.12000000,3.01000000,-25.19000000,0.02700000,-0.07599000,0.06800000,1200,30100,-251900,2700,-7599,6800
330,1.324224422,0.000000,331,8066,0,0.14000000,3.04000000,-25.22000000,0.02700000,-0.07800000,0.06900000,1400,30400,-252200,2700,-7800,6900
331,1.328231066,0.000000,332,8070,0,0.19000000,3.04000000,-25.18000000,0.02200000,-0.08400000,0.07300000,1900,30400,-251800,2200,-8400,7300
332,1.332228503,0.000000,333,8074,0,0.25000000,3.08000000,-25.20990000,0.01500000,-0.09000000,0.07500000,2500,30800,-252099,1500,-9000,7500
333,1.336235689,0.000000,334,8078,0,0.21000000,3.05000000,-25.20000000,0.01799000,-0.08700000,0.07400000,2100,30500,-252000,1799,-8700,7400
334,1.340263203,0.000000,335,8082,0,0.20000000,3.05000000,-25.12990000,0.01799000,-0.08600000,0.07300000,2000,30500,-251299,1799,-8600,7300
335,1.344245131,0.000000,336,8086,0,0.23000000,3.06000000,-25.17000000,0.01799000,-0.08800000,0.07400000,2300,30600,-251700,1799,-8800,7400
336,1.348244051,0.000000,337,8090,0,0.22000000,3.03000000,-25.16000000,0.02000000,-0.08700000,0.07300000,2200,30300,-251600,2000,-8700,7300
337,1.352243803,0.000000,338,8094,0,0.20000000,3.03000000,-25.03000000,0.02000000,-0.08700000,0.07300000,2000,30300,-250300,2000,-8700,7300
338,1.356238895,0.000000,339,8098,0,0.20000000,3.04000000,-25.19000000,0.02100000,-0.08400000,0.07199000,2000,30400,-251900,2100,-8400,7199
339,1.360258384,0.000000,340,8102,0,0.19000000,3.04000000,-25.11000000,0.02100000,-0.08300000,0.07100000,1900,30400,-251100,2100,-8300,7100
340,1.364254599,0.000000,341,8106,0,0.20000000,3.04000000,-25.20000000,0.02100000,-0.08300000,0.07100000,2000,30400,-252000,2100,-8300,7100
341,1.368261184,0.000000,342,8110,0,0.20000000,3.05000000,-25.16000000,0.01799000,-0.08700000,0.07400000,2000,30500,-251600,1799,-8700,7400
342,1.372262198,0.000000,343,8114,0,0.22000000,3.06000000,-25.28000000,0.01899000,-0.08600000,0.07400000,2200,30600,-252800,1899,-8600,7400
343,1.376267480,0.000000,344,8118,0,0.21000000,3.06000000,-25.37990000,0.01899000,-0.08600000,0.07300000,2100,30600,-253799,1899,-8600,7300
344,1.380266830,0.000000,345,8122,0,0.28000000,3.06000000,-25.54000000,0.01700000,-0.08800000,0.07400000,2800,30600,-255400,1700,-8800,7400
345,1.384278474,0.000000,346,8126,0,0.23000000,3.05000000,-25.35000000,0.01700000,-0.08700000,0.07300000,2300,30500,-253500,1700,-8700,7300
346,1.388282755,0.000000,347,8130,0,0.17000000,3.02000000,-25.20990000,0.02100000,-0.08100000,0.07100000,1700,30200,-252099,2100,-8100,7100
347,1.392282286,0.000000,348,8134,0,0.20000000,3.04000000,-25.37000000,0.02200000,-0.08100000,0.07100000,2000,30400,-253700,2200,-8100,7100
348,1.396288720,0.000000,349,8138,0,0.19000000,3.02000000,-25.45000000,0.02500000,-0.08000000,0.06900000,1900,30200,-254500,2500,-8000,6900
